season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
6,Main,Lucian,14,18.2,1,13,7,7,6,53.8,4.46,1.77,2.92,4.17,351.46,9.15,16,416,,,58.9,35.6,23.5
6,Main,Malzahar,14,18.2,3,11,8,5,6,45.5,3.91,3.18,5.18,2.86,296.64,7.72,14.4,376,,,69,29.7,21.4
6,Main,Orianna,13,16.9,,13,6,5,8,38.5,3.08,2.69,3.54,2.46,422.54,9.45,18.2,407,,,65.2,30.3,23.1
6,Main,Trundle,12,15.6,1,11,6,6,5,54.5,2.18,2,5,3.59,376.27,8.27,17.4,383,,,58.5,17.8,21
6,Main,Ekko,11,14.3,1,10,5,5,5,50,3,2.3,4.3,3.17,296.1,8.24,13.8,384,,,61.3,25.2,21.4
6,Main,Brand,9,11.7,8,1,1,1,0,100,3,1,4,7,32,0.79,12.7,314,,,70,30,16.8
6,Main,Varus,8,10.4,3,5,4,3,2,60,2.6,2,4.6,3.6,414.8,8.64,18.9,393,,,64.3,23.2,22.1
6,Main,Zac,8,10.4,4,4,3,2,2,50,2.5,2.25,5.75,3.67,191.75,4.35,15.3,348,,,67.3,20.4,19.2
6,Main,Graves,7,9.1,,7,5,3,4,42.9,2.29,2.57,5.86,3.17,171.57,5.09,12.1,360,,,64.8,18.2,20.8
6,Main,Skarner,7,9.1,1,6,5,4,2,66.7,1.83,2.17,7.17,4.15,147.67,3.82,13.3,344,,,67.5,13.8,18.9
6,Main,Miss Fortune,7,9.1,4,3,2,3,0,100,2,3,8.33,3.44,50.33,1.35,12.4,332,,,58.5,11.3,16.3
6,Main,Irelia,6,7.8,1,5,4,3,2,60,4.4,4,2.4,1.7,281.6,7.99,13.9,394,,,52.3,33.8,21.5
6,Main,Twisted Fate,6,7.8,5,1,1,0,1,0,0,6,5,0.83,374,7.97,17.9,382,,,71.4,0,21.7
6,Main,Jinx,5,6.5,,5,3,2,3,40,2.4,1.6,4.2,4.13,361,9.58,15.3,406,,,63.5,23.1,23.2
6,Main,Zilean,4,5.2,,4,4,1,3,25,2.75,3.75,4.75,2,356,8.68,15.5,377,,,57.7,21.2,22.1
6,Main,Kassadin,4,5.2,4,0,,0,0,,,,,,,,,,,,,,
6,Main,Hecarim,3,3.9,,3,2,2,1,66.7,2,1.33,6.33,6.25,145.67,4.19,12.1,347,,,75.8,18.2,19.7
6,Main,Lissandra,3,3.9,,3,2,2,1,66.7,3.33,3.33,5.33,2.6,318.33,8.68,14.5,395,,,65,25,21
6,Main,Soraka,3,3.9,1,2,2,1,1,50,0.5,3,10.5,3.67,23,0.54,10.9,257,,,88,4,14.6
6,Main,Maokai,2,2.6,,2,2,1,1,50,2.5,2.5,11.5,5.6,281,7.28,13.7,353,,,77.8,13.9,19.3
6,Main,Anivia,2,2.6,1,1,1,1,0,100,2,2,5,3.5,302,7.48,15.6,386,,,70,20,20.6
6,Main,Shen,2,2.6,1,1,1,0,1,0,3,4,6,2.25,174,6.3,8.9,322,,,75,25,22
6,Main,Nocturne,1,1.3,,1,1,1,0,100,3,2,11,7,166,3.8,16.4,376,,,73.7,15.8,19.4
6,Main,Taric,1,1.3,,1,1,1,0,100,0,7,9,1.29,134,2.02,19.5,294,,,56.3,0,16.3
6,Main,Fiora,1,1.3,,1,1,0,1,0,5,7,5,1.43,263,7.56,13.4,385,,,66.7,33.3,22.7
6,Main,Kha'Zix,1,1.3,,1,1,0,1,0,4,4,3,1.75,164,3.61,14.5,319,,,70,40,20.1
6,Main,Kindred,1,1.3,,1,1,0,1,0,2,5,0,0.4,123,3.91,9.6,305,,,66.7,66.7,20.3
6,Main,Kled,1,1.3,,1,1,0,1,0,1,6,6,1.17,244,7.18,11,324,,,50,7.1,20.1
6,Main,Nautilus,1,1.3,,1,1,0,1,0,1,4,7,2,315,6.93,14.6,321,,,80,10,20.2
7,Play in,Kalista,39,100,34,5,4,4,1,80,6.2,1.8,5,6.22,270,9.38,13.5,469,,,71.8,39.7,24.1
7,Play in,Sejuani,38,97.4,22,16,11,7,9,43.8,1.19,2.38,6.19,3.11,149.63,4.36,11,320,,,75.2,12.1,18
7,Play in,Jarvan IV,37,94.9,24,13,9,8,5,61.5,1.54,2.38,7.77,3.9,168,5.18,11.1,341,,,74.2,12.3,18.3
7,Play in,Galio,35,89.7,17,18,13,13,5,72.2,1.67,1.44,6.33,5.54,275.89,8.2,12.6,376,,,64.3,13.4,20.1
7,Play in,Syndra,33,84.6,16,17,8,8,9,47.1,2.88,1.88,4.65,4,344.24,9.09,15.2,400,,,68.4,26.2,22.1
7,Play in,Tristana,32,82.1,8,24,10,12,12,50,3.33,1.54,2.67,3.89,313.58,9.57,13.9,425,,,69.6,38.6,23.9
7,Play in,Rakan,30,76.9,17,13,7,9,4,69.2,0.46,2.15,9,4.39,17.62,0.53,10,300,,,75,3.7,15.8
7,Play in,Xayah,29,74.4,9,20,10,10,10,50,2.85,1.7,3.35,3.65,337.7,9.99,14.6,432,,,70.1,32.2,23.9
7,Play in,Cho'Gath,28,71.8,13,15,10,6,9,40,1.8,3.47,3.93,1.65,239.33,7.21,11.6,349,,,59.7,18.8,19.4
7,Play in,Gragas,26,66.7,3,23,10,14,9,60.9,1.26,1.65,6.26,4.55,146.48,4.2,11.3,324,,,71.8,12,17.7
7,Play in,Alistar,25,64.1,14,11,8,3,8,27.3,0.64,2.36,5.45,2.58,38.91,1.32,7.5,256,,,68.4,7.1,15.1
7,Play in,Maokai,24,61.5,8,16,8,10,6,62.5,1.56,1.69,7.44,5.33,259.69,7.03,12.9,349,,,73.1,12.7,18.9
7,Play in,Shen,23,59,13,10,7,4,6,40,1.4,2.3,4.7,2.65,231.5,7.45,10.7,346,,,70.9,16.3,19.7
7,Play in,Orianna,22,56.4,12,10,8,4,6,40,1.6,1.5,4.1,3.8,303.9,8.85,13.1,382,,,73.1,20.5,21.9
7,Play in,Rek'Sai,20,51.3,12,8,5,4,4,50,1.88,3,5.13,2.33,141.25,4.52,10.4,334,,,65.9,17.6,18.3
7,Play in,Janna,19,48.7,5,14,6,12,2,85.7,0.21,1.29,9.71,7.72,24.5,0.69,12.2,344,,,80.3,1.7,17.7
7,Play in,Lulu,19,48.7,5,14,7,5,9,35.7,0.36,2,7.07,3.71,18.5,0.52,9.8,278,,,79.4,3.8,15.9
7,Play in,Kog'Maw,19,48.7,10,9,7,4,5,44.4,5.33,2.44,2.89,3.36,281.67,9.22,13.4,438,,,71.2,46.2,24.6
7,Play in,Corki,18,46.2,7,11,6,4,7,36.4,3.64,2.82,4.09,2.74,335.73,9.97,14.7,438,,,78,36.7,23.8
7,Play in,LeBlanc,18,46.2,13,5,5,3,2,60,5,2.4,4,3.75,252.8,7.24,13.6,389,,,58.4,32.5,20.7
7,Play in,Taliyah,17,43.6,13,4,4,3,1,75,5,1.25,5.25,8.2,263.25,8.33,13.2,416,,,77.4,37.7,22.2
7,Play in,Braum,15,38.5,6,9,5,3,6,33.3,0.11,2,7.33,3.72,56.89,1.61,9.3,262,,,76.1,1.1,15.1
7,Play in,Jayce,15,38.5,10,5,3,3,2,60,3.4,1.6,3.6,4.38,252.2,8.66,11.8,404,,,66,32.1,22.2
7,Play in,Thresh,15,38.5,13,2,2,1,1,50,0.5,1.5,6.5,4.67,48,1.25,9.9,258,,,73.7,5.3,14.6
7,Play in,Varus,14,35.9,4,10,7,4,6,40,4.6,2.3,5.4,4.35,362.9,9.49,16.9,442,,,84.7,39,24.6
7,Play in,Elise,11,28.2,8,3,3,0,3,0,0.67,3.67,1,0.45,94.33,3.57,7.3,278,,,100,40,18.4
7,Play in,Ryze,10,25.6,7,3,3,2,1,66.7,3.67,0.67,4.33,12,235.33,8.77,11.4,424,,,75,34.4,22.8
7,Play in,Cassiopeia,9,23.1,3,6,5,4,2,66.7,3.17,2.67,4,2.69,260.83,7.96,12.6,384,,,69.4,30.6,21.4
7,Play in,Rumble,9,23.1,3,6,4,3,3,50,3.5,2.5,4,3,217.5,8.21,10.2,383,,,56.3,26.3,20.7
7,Play in,Lucian,9,23.1,7,2,2,0,2,0,0.5,2,1.5,1,233.5,8.24,9.3,328,,,100,25,21.7
7,Play in,Karma,8,20.5,3,5,5,2,3,40,0.2,1,7.2,7.4,61.2,2.05,8.3,276,,,86,2.3,16.2
7,Play in,Nidalee,8,20.5,4,4,4,2,2,50,3.75,2,4,3.88,210.5,5.35,14.1,357,,,79.5,38.5,19.9
7,Play in,Kassadin,8,20.5,6,2,2,1,1,50,0,1.5,2,1.33,264.5,7.99,11.4,346,,,36.4,0,19.8
7,Play in,Gnar,7,17.9,3,4,4,2,2,50,1.25,2.75,4.25,2,244,7.86,10.8,349,,,71,16.1,19.6
7,Play in,Lee Sin,6,15.4,1,5,3,1,4,20,1.8,2,5.6,3.7,148.2,4.31,10.9,317,,,64.9,15.8,18
7,Play in,Morgana,6,15.4,2,4,3,2,2,50,0.5,1,9,9.5,15.75,0.52,9.7,318,,,74.5,3.9,16.9
7,Play in,Jax,6,15.4,3,3,3,1,2,33.3,1,3.67,2.67,1,234.67,7.49,11.1,353,,,57.9,15.8,21
7,Play in,Aurelion Sol,6,15.4,4,2,2,2,0,100,6.5,2.5,7,5.4,208.5,7.43,12.2,435,,,87.1,41.9,21.8
7,Play in,Olaf,6,15.4,4,2,1,1,1,50,2,3,5,2.33,163.5,4.55,12,334,,,56,16,18.5
7,Play in,Ezreal,5,12.8,1,4,3,3,1,75,2.75,2.5,6.25,3.6,154.25,4.66,11.9,361,,,69.2,21.2,18.8
7,Play in,Camille,5,12.8,1,4,3,2,2,50,2,2.5,4.25,2.5,240.5,7.83,11.3,367,,,64.1,20.5,21.2
7,Play in,Trundle,5,12.8,5,0,,0,0,,,,,,,,,,,,,,
7,Play in,Blitzcrank,4,10.3,3,1,1,0,1,0,2,3,12,4.67,63,1.34,12.4,264,,,100,14.3,15.7
7,Play in,Kayn,4,10.3,3,1,1,0,1,0,3,4,3,1.5,146,4.97,10.2,348,,,75,37.5,20.9
7,Play in,Taric,3,7.7,,3,3,2,1,66.7,0,1,10,10,15,0.47,9.8,311,,,90.9,0,16.5
7,Play in,Twitch,3,7.7,1,2,2,2,0,100,7.5,0.5,4.5,24,322,9.21,16.6,475,,,85.7,53.6,23.5
7,Play in,Anivia,3,7.7,2,1,1,0,1,0,1,5,2,0.6,229,7.8,10.4,354,,,37.5,12.5,21.4
7,Play in,Dr. Mundo,3,7.7,3,0,,0,0,,,,,,,,,,,,,,
7,Play in,Ashe,2,5.1,,2,1,1,1,50,1,2.5,11,4.8,220,8.6,10.6,412,,,75,6.3,20.9
7,Play in,Sivir,2,5.1,,2,2,1,1,50,4,2,7,5.5,423.5,10.38,17.8,435,,,78.6,28.6,23.9
7,Play in,Fiora,2,5.1,,2,2,0,2,0,3,3,2,1.67,284.5,9.05,12.1,385,,,76.9,46.2,22.9
7,Play in,Vladimir,2,5.1,,2,2,0,2,0,2.5,5,1.5,0.8,266.5,8.69,10.8,350,,,34.8,21.7,20.8
7,Play in,Caitlyn,2,5.1,1,1,1,0,1,0,1,1,1,2,240,8.62,9.4,338,,,66.7,33.3,22.3
7,Play in,Renekton,2,5.1,1,1,1,0,1,0,1,4,1,0.5,378,9.75,14.8,382,,,33.3,16.7,22.7
7,Play in,Zac,2,5.1,1,1,1,0,1,0,0,3,2,0.67,125,4.53,7.5,272,,,100,0,18.4
7,Play in,Ekko,1,2.6,,1,1,1,0,100,2,2,10,6,460,9.8,20.4,435,,,75,12.5,22.8
7,Play in,Graves,1,2.6,,1,1,1,0,100,11,1,9,20,124,5.29,11.7,499,,,52.6,28.9,21.8
7,Play in,Vayne,1,2.6,,1,1,1,0,100,5,4,14,4.75,150,6.4,10.4,443,,,50,13.2,19.4
7,Play in,Draven,1,2.6,,1,1,0,1,0,2,3,2,1.33,529,10.11,22.4,428,,,44.4,22.2,25.2
7,Play in,Jhin,1,2.6,,1,1,0,1,0,0,2,0,0,321,9.09,12,340,,,0,0,22.2
7,Play in,Kha'Zix,1,2.6,,1,1,0,1,0,3,3,1,1.33,146,3.64,12.2,304,,,100,75,18.7
7,Play in,Malzahar,1,2.6,,1,1,0,1,0,1,4,2,0.75,27,0.92,8,273,,,37.5,12.5,16.4
7,Play in,Nunu,1,2.6,,1,1,0,1,0,1,8,5,0.75,48,2.05,6.9,294,,,66.7,11.1,19
7,Play in,Soraka,1,2.6,,1,1,0,1,0,0,3,1,0.33,8,0.31,6.6,258,,,100,0,17.7
7,Play in,Yasuo,1,2.6,,1,1,0,1,0,0,8,2,0.25,125,5.33,6.5,277,,,22.2,0,17.9
7,Play in,Amumu,1,2.6,1,0,,0,0,,,,,,,,,,,,,,
7,Play in,Brand,1,2.6,1,0,,0,0,,,,,,,,,,,,,,
7,Main,Kalista,80,100,80,0,,0,0,,,,,,,,,,,,,,
7,Main,Sejuani,79,98.8,35,44,17,22,22,50,1.41,1.77,6.05,4.21,149.32,4.05,11.9,323,,,77.2,14.6,17.6
7,Main,Jarvan IV,79,98.8,37,42,16,22,20,52.4,1.55,2.4,6.55,3.37,158.93,4.5,11.5,324,,,79.6,15.2,17.7
7,Main,Janna,76,95,32,44,14,31,13,70.5,0.3,0.93,8.36,9.29,27.59,0.76,12.1,331,,,83.7,2.9,17.5
7,Main,Lulu,75,93.8,28,47,17,19,28,40.4,0.38,1.55,5.79,3.97,26.38,0.72,11,301,,,74.6,4.6,16.7
7,Main,Galio,73,91.3,52,21,10,14,7,66.7,1.76,1.52,7.52,6.09,276.38,8.22,12.7,379,,,79.6,15.1,19.9
7,Main,Xayah,69,86.3,44,25,13,13,12,52,3.08,1.28,4.48,5.91,363.52,10.05,15.8,438,,,75.6,30.8,23.8
7,Main,Cho'Gath,62,77.5,21,41,17,21,20,51.2,2.05,2.2,4.15,2.82,288.02,7.64,13.4,357,,,66.8,22.1,19.5
7,Main,Tristana,61,76.3,16,45,15,22,23,48.9,3.2,1.64,2.87,3.69,353.69,10.06,15.3,436,,,73.4,38.7,24.1
7,Main,Gragas,58,72.5,22,36,15,23,13,63.9,0.92,1.97,5.39,3.2,136.11,3.76,11.3,311,,,69.2,10.1,16.9
7,Main,Rakan,54,67.5,34,20,12,11,9,55,0.55,2.1,7.9,4.02,25.55,0.74,10.6,304,,,80.9,5.3,16.5
7,Main,Syndra,51,63.7,28,23,13,10,13,43.5,2.26,1.96,3.83,3.11,342.87,9.29,14.6,396,,,70.4,26.1,21.9
7,Main,Shen,51,63.7,29,22,11,11,11,50,1.77,1.64,5.64,4.53,324.09,8.55,14.2,375,,,75.5,18.1,20.3
7,Main,Kog'Maw,49,61.3,22,27,14,12,15,44.4,3.44,2.22,3.04,2.92,349.7,9.48,15.6,423,,,71.7,38.1,23.4
7,Main,Jayce,47,58.8,36,11,7,7,4,63.6,2.91,1.73,3.27,3.58,313.64,9.23,13.9,409,,,66,31.1,22.5
7,Main,Ryze,43,53.8,15,28,13,9,19,32.1,2.36,1.64,3,3.26,320.71,9.5,13.4,398,,,68.2,30,22.4
7,Main,Gnar,41,51.2,25,16,9,12,4,75,2.44,1.94,4.13,3.39,315.25,8.45,14.8,398,,,69.5,25.8,21.1
7,Main,Taliyah,40,50,24,16,8,9,7,56.3,3,1.44,4.13,4.96,344.88,9.25,15.2,407,,,72.6,30.6,22.1
7,Main,Maokai,32,40,6,26,14,7,19,26.9,0.54,2.54,3.69,1.67,233.27,6.96,10.8,323,,,56.1,7.1,18.6
7,Main,Orianna,32,40,19,13,8,6,7,46.2,2.31,2.08,5.69,3.85,332.15,9.11,14.5,398,,,81.9,23.6,22
7,Main,Twitch,31,38.8,9,22,9,13,9,59.1,4.18,1.59,3.32,4.71,343.27,9.58,15.5,433,,,77.5,43.2,23.5
7,Main,Varus,29,36.3,6,23,9,10,13,43.5,2.65,1.74,4.22,3.95,364.57,9.95,15.5,422,,,71.2,27.5,23.2
7,Main,Cassiopeia,29,36.3,20,9,6,4,5,44.4,1.89,1.67,4.33,3.73,316.11,9.04,13.5,385,,,82.4,25,21.9
7,Main,LeBlanc,27,33.8,23,4,4,3,1,75,5,1,3.25,8.25,262.5,7.8,13.4,397,,,82.5,50,21.5
7,Main,Trundle,22,27.5,11,11,9,6,5,54.5,1.36,1.27,6,5.79,331.18,8.97,14.5,392,,,77.1,14.3,21.2
7,Main,Ezreal,22,27.5,16,6,3,2,4,33.3,1.67,2,4.83,3.25,162.83,4.56,12,335,,,79.6,20.4,18.6
7,Main,Taric,20,25,2,18,8,7,11,38.9,0.17,1.39,6.28,4.64,31.56,0.96,9.1,279,,,83.5,2.2,15.7
7,Main,Corki,19,23.8,3,16,10,7,9,43.8,2,1.75,4.06,3.46,374.06,10.01,15.8,422,,,78.2,25.8,23.6
7,Main,Caitlyn,19,23.8,10,9,4,6,3,66.7,3.33,1,4.67,8,316.78,9.85,14.1,439,,,69.2,28.8,23.2
7,Main,Rek'Sai,18,22.5,7,11,7,4,7,36.4,2.36,2.45,4.18,2.67,168.91,4.8,11.6,330,,,71.3,25.7,18.2
7,Main,Malzahar,17,21.3,7,10,3,9,1,90,2.7,2.3,5.2,3.43,318.2,8.57,15.2,409,,,64.8,22.1,21.1
7,Main,Lucian,17,21.3,12,5,3,1,4,20,2.8,3.6,5.2,2.22,361,8.81,16.4,399,,,80,28,22.4
7,Main,Rumble,15,18.8,8,7,4,3,4,42.9,2.14,2.29,4,2.69,237.43,7.56,10.9,347,,,63.2,22.1,19.3
7,Main,Karma,14,17.5,3,11,8,3,8,27.3,0.45,2.45,4.45,2,90.36,2.76,10,306,,,66.7,6.2,17.8
7,Main,Kassadin,14,17.5,10,4,4,2,2,50,2.25,2,3.5,2.88,284.25,9.24,12.3,400,,,56.1,22,21.8
7,Main,Renekton,9,11.3,6,3,3,1,2,33.3,3.67,2.33,2.33,2.57,287.33,8.48,13.8,406,,,56.3,34.4,22.7
7,Main,Kha'Zix,7,8.8,4,3,2,3,0,100,2.33,2.33,7,4,187,5.18,13.5,375,,,71.8,17.9,18.7
7,Main,Thresh,7,8.8,4,3,2,1,2,33.3,1,1.67,7,4.8,35,0.85,10.9,267,,,77.4,9.7,15.4
7,Main,Blitzcrank,6,7.5,3,3,2,1,2,33.3,0.67,3,5.67,2.11,35,1,9,258,,,73.1,7.7,14.7
7,Main,Soraka,5,6.3,1,4,1,3,1,75,0.25,2,5.5,2.88,20.5,0.51,11.5,286,,,74.2,3.2,15.6
7,Main,Kennen,5,6.3,1,4,2,2,2,50,2.25,2.75,3.75,2.18,293.5,8.29,13.4,379,,,70.6,26.5,20.8
7,Main,Vayne,5,6.3,1,4,3,2,2,50,4.5,1,3.5,8,339.5,10.06,15.4,455,,,72.7,40.9,24.7
7,Main,Zac,5,6.3,1,4,3,1,3,25,0.75,2.75,3.75,1.64,138.5,3.85,10.6,295,,,85.7,14.3,16.9
7,Main,Ivern,5,6.3,3,2,2,1,1,50,0.5,2.5,7.5,3.2,90.5,2.65,10.9,319,,,61.5,3.8,17.2
7,Main,Fizz,4,5,,4,2,3,1,75,2.5,1.25,4,5.2,275.25,7.86,13.2,375,,,76.5,29.4,20.6
7,Main,Lee Sin,4,5,,4,3,2,2,50,1.25,2.5,4.25,2.2,139.5,3.56,12.1,308,,,73.3,16.7,16.9
7,Main,Leona,4,5,1,3,2,2,1,66.7,2,2.33,8.67,4.57,55.33,1.49,10.9,292,,,65.3,12.2,15.1
7,Main,Kayn,4,5,1,3,1,1,2,33.3,2.33,2.33,2.67,2.14,211,6.19,11.6,341,,,62.5,29.2,19.2
7,Main,Sivir,4,5,1,3,2,1,2,33.3,2.67,2.67,3,2.13,478,11.58,18.9,458,,,53.1,25,25.2
7,Main,Singed,4,5,2,2,1,2,0,100,1,1.5,6,4.67,239,8.39,11.2,393,,,50,7.1,19.5
7,Main,Elise,4,5,2,2,1,1,1,50,1.5,1.5,5,4.33,153.5,4.56,11.3,336,,,41.9,9.7,17.3
7,Main,Nocturne,4,5,2,2,2,1,1,50,3,4,4,1.75,166.5,6.06,9.9,362,,,50,21.4,20.4
7,Main,Alistar,4,5,2,2,2,0,2,0,0,2.5,3,1.2,28.5,0.88,7.8,238,,,54.5,0,14.5
7,Main,Nidalee,4,5,3,1,1,0,1,0,2,3,1,1,219,5.65,12.5,323,,,100,66.7,19
7,Main,Nautilus,3,3.8,,3,2,2,1,66.7,0.67,2,4.33,2.5,235.67,7.36,10.9,339,,,60,8,18.5
7,Main,Camille,3,3.8,,3,2,1,2,33.3,2.33,1.67,1,2,259,8.95,11.7,404,,,40,28,22.6
7,Main,Yasuo,3,3.8,,3,3,1,2,33.3,2.67,3,4.67,2.44,403.67,9.54,16.7,394,,,66.7,24.2,21.9
7,Main,Graves,3,3.8,1,2,1,1,1,50,1.5,3,4.5,2,206,5.6,13.1,355,,,66.7,16.7,19
7,Main,Urgot,3,3.8,1,2,1,1,1,50,2,4,2,1,254,8.14,11.5,368,,,44.4,22.2,20.3
7,Main,Morgana,2,2.5,,2,2,0,2,0,1.5,2.5,13,5.8,20,0.47,13.8,325,,,78.4,8.1,17.5
7,Main,Braum,2,2.5,1,1,1,1,0,100,0,1,13,13,63,1.68,10.5,280,,,81.3,0,14.4
7,Main,Nasus,2,2.5,1,1,1,1,0,100,2,0,0,2,205,9.82,9.4,450,,,40,40,22.9
7,Main,Jax,2,2.5,1,1,1,0,1,0,3,4,4,1.75,358,8.04,16.3,366,,,46.7,20,21.1
7,Main,Vladimir,2,2.5,1,1,1,0,1,0,1,1,5,6,306,9.44,11.3,349,,,75,12.5,21.6
7,Main,Sion,2,2.5,2,0,,0,0,,,,,,,,,,,,,,
7,Main,Ashe,1,1.3,,1,1,1,0,100,5,0,3,8,308,9.63,15,469,,,53.3,33.3,22.4
7,Main,Lissandra,1,1.3,,1,1,1,0,100,3,1,6,9,366,10.79,15.9,469,,,81.8,27.3,23.3
7,Main,Tahm Kench,1,1.3,,1,1,1,0,100,1,1,0,1,61,1.61,10.1,267,,,16.7,16.7,14.6
7,Main,Aurelion Sol,1,1.3,,1,1,0,1,0,3,4,7,2.5,512,9.45,22,406,,,90.9,27.3,22.7
7,Main,Ekko,1,1.3,,1,1,0,1,0,3,2,3,3,462,9.62,20.5,427,,,75,37.5,23
7,Main,Gangplank,1,1.3,,1,1,0,1,0,2,4,4,1.5,373,9.63,17.6,455,,,85.7,28.6,27.1
7,Main,Jinx,1,1.3,,1,1,0,1,0,0,2,0,0,533,11.39,19.3,413,,,,,25.4
7,Main,Mordekaiser,1,1.3,,1,1,0,1,0,0,8,0,0,140,5.84,6.4,267,,,0,0,19.3
7,Main,Nami,1,1.3,,1,1,0,1,0,1,2,6,3.5,22,0.49,12.6,278,,,100,14.3,16.7
7,Main,Rengar,1,1.3,,1,1,0,1,0,6,6,1,1.17,274,5.71,16.6,346,,,43.8,37.5,19.2
7,Main,Sona,1,1.3,,1,1,0,1,0,0,4,5,1.25,38,1.19,9.4,295,,,71.4,0,17.6
7,Main,Zilean,1,1.3,,1,1,0,1,0,2,5,12,2.8,34,0.71,14.4,300,,,87.5,12.5,16.7
7,Main,Bard,1,1.3,1,0,,0,0,,,,,,,,,,,,,,
7,Main,Twisted Fate,1,1.3,1,0,,0,0,,,,,,,,,,,,,,
8,Play in,Urgot,42,100,23,19,12,13,6,68.4,3.47,2.16,4.47,3.68,278.68,8.34,13.4,400,,,56.1,24.5,21.6
8,Play in,Aatrox,42,100,31,11,8,3,8,27.3,2.36,2.55,2.73,2,281.18,8.5,12.1,366,,,51.4,23.9,21.6
8,Play in,Alistar,38,90.5,16,22,12,13,9,59.1,0.68,2.77,7.5,2.95,50.27,1.56,7.7,240,,,69.5,5.8,13.4
8,Play in,Akali,33,78.6,25,8,6,3,5,37.5,4.13,1.75,3.25,4.21,261.38,8.5,11.9,388,,,71.1,39.8,22.2
8,Play in,Kai'Sa,32,76.2,6,26,9,18,8,69.2,5.54,1.38,4.08,6.94,311,9.72,14.6,458,,,66.7,38.4,24.5
8,Play in,Gragas,31,73.8,14,17,11,7,10,41.2,1.53,2.65,5.47,2.64,118.18,3.84,8.9,288,,,63,13.8,17
8,Play in,Rakan,31,73.8,18,13,8,7,6,53.8,0.92,2.54,9.69,4.18,17.23,0.56,7.9,256,,,83.1,7.2,14.3
8,Play in,Tahm Kench,30,71.4,17,13,10,6,7,46.2,0.77,2.31,7.15,3.43,68.46,2.05,8.4,252,,,62.8,6.1,14.3
8,Play in,Skarner,27,64.3,15,12,8,7,5,58.3,1.67,2.5,7.67,3.73,171.17,5.01,11.2,328,,,70.4,12.6,18
8,Play in,Olaf,27,64.3,18,9,6,3,6,33.3,2.11,2.67,5.11,2.71,162.78,5.07,10.1,316,,,73.9,21.6,18.5
8,Play in,Ryze,26,61.9,16,10,7,8,2,80,2.8,1.7,5.4,4.82,313,10.13,13.4,433,,,63.6,21.7,22.9
8,Play in,LeBlanc,25,59.5,15,10,8,6,4,60,3.8,2,4.8,4.3,258,8.02,12.2,380,,,62.8,27.7,21
8,Play in,Ornn,24,57.1,11,13,8,6,7,46.2,1.23,1.85,6,3.92,235,7.31,10.6,331,,,61.4,10.5,19.3
8,Play in,Varus,24,57.1,15,9,6,5,4,55.6,4.11,2.56,5.11,3.61,294.67,9.35,13.6,432,,,74.8,33.3,24.7
8,Play in,Irelia,23,54.8,17,6,5,5,1,83.3,4.67,4.17,6.67,2.72,306.83,8.37,15.1,413,,,62.4,25.7,21.8
8,Play in,Nocturne,22,52.4,10,12,8,6,6,50,2.67,3.17,6.58,2.92,164,5.29,10.5,338,,,64.5,18.6,19
8,Play in,Sion,21,50,6,15,7,6,9,40,0.73,1.87,4.2,2.64,224.53,7.58,9.7,329,,,57.4,8.5,19.7
8,Play in,Syndra,19,45.2,9,10,6,4,6,40,3.1,2.4,5,3.38,297.1,9.14,12.7,392,,,64.8,24.8,22.2
8,Play in,Camille,19,45.2,11,8,6,3,5,37.5,2.38,2.88,4.13,2.26,196.25,6.98,10.5,374,,,64.2,23.5,21.2
8,Play in,Heimerdinger,17,40.5,14,3,1,0,3,0,0,5,1.33,0.27,189.33,7.04,7.7,288,,,28.6,0,19.6
8,Play in,Xayah,16,38.1,6,10,7,5,5,50,4,2.2,5.6,4.36,303.8,9.43,13.8,427,,,72.7,30.3,24.2
8,Play in,Galio,16,38.1,10,6,4,3,3,50,2.83,1.67,5,4.7,252.17,8.54,11.2,381,,,67.1,24.3,21.6
8,Play in,Lucian,15,35.7,4,11,5,2,9,18.2,1.64,2.45,3.91,2.26,296.27,9.76,11.9,392,,,64.9,19.1,23.9
8,Play in,Braum,15,35.7,5,10,8,4,6,40,0.1,2.2,5.3,2.45,64.7,2.18,7.1,240,,,67.5,1.3,14.2
8,Play in,Kindred,13,31,6,7,4,4,3,57.1,2.86,2.57,4.86,3,172,5.63,10.8,352,,,81.8,30.3,20.2
8,Play in,Thresh,12,28.6,4,8,5,4,4,50,0.63,3.38,7.75,2.48,13.5,0.44,7.7,249,,,69.1,5.2,14.2
8,Play in,Lissandra,12,28.6,8,4,3,3,1,75,2.25,3.5,10.5,3.64,306,8.49,13.7,379,,,66.2,11.7,20.7
8,Play in,Tristana,11,26.2,1,10,8,4,6,40,3.2,2,3.2,3.2,311.4,9.92,13.2,422,,,70.3,35.2,25.4
8,Play in,Taliyah,11,26.2,3,8,4,6,2,75,3.5,2.25,8.38,5.28,193.5,6.07,12,377,,,75.4,22.2,20
8,Play in,Xin Zhao,10,23.8,4,6,5,3,3,50,1.5,3.17,3.67,1.63,172.83,5.3,10.6,324,,,57.4,16.7,18.4
